,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
172187,Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4366.443819,4962.969474,5275.390344,5528.794623,5700.008206,6076.992822,6236.792314,6365.288974,6389.940743,6764.382179,7205.870203,7795.738831,8522.083086,9220.873481,12622.31464,14747.18621,19581.78959,16741.69406,12424.90121,12189.53325,12198.72845,12504.21732,11811.77427,12154.03734,12724.86196,12097.57863,11676.44337,9410.701591,10328.76657,10905.02203,11159.78937,11522.85743,10868.41623,10998.98358,11110.81771,11365.68275,11481.4593,11838.34547,11949.28247,10618.73956,10170.26473,10142.61061,9879.384573,9859.29999,9679.121805,9675.419575,9143.522118,9413.646762,8826.638022,8554.299467,8849.322608,9136.64711,9258.908431,9418.22492,9476.594707,9521.269005,9429.004054,9212.368804,9051.281301,9177.520827,8839.76017
172343,Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,7.158333332,3.328408119,2.438473696,3.644111381,1.977741547,2.335604059,2.975139247,3.812664908,3.863260897,3.487091643,6.207141168,12.07280419,28.45294264,20.17156446,13.85256909,10.7641691,7.952698538,12.34035926,8.706502149,16.68579688,10.67193676,5.857142857,7.354925776,6.285355123,-0.946185689,-8.776119403,6.740837696,7.725321888,-11.68611269,-9.542913303,0.533746556,36.1162457,9.646531041,0.689693377,3.973450075,1.448738543,-1.936603976,0.504920026,2.137620527,0.036682889,2.235353136,0.408205307,3.708333333,-1.409401366,5.030318837,5.264301456,1.885707546,1.461544027,1.263317078,2.652418287,0.505441059,4.690457518,-0.338795189,2.106707128,2.651925831,4.749066521,2.464567562,1.17681176
172515,Gabon,GAB,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173019,Gabon,GAB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06052433,16.05883561,15.10522888,12.83006855,11.46806371,11.0849703,10.21839131,11.47949805,
173119,Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78,,,,,,,,,,,,16.91,,,,,20.39,,,,,,,,,,
173297,"Gambia, The",GMB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173443,"Gambia, The",GMB,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,-46995191.67,-37046925.8,-90576150.08,-43629434.1,-21451164.68,-31536047.01,6608376.265,7687684.309,3091361.83,14242903.78,32257952.77,15511137.8,24174411.6,11957897.15,38165566.6,-5165441.436,8099755.288,-8138919.18,-47078884.68,-22953546.51,,,,,,2635836.667,-30321808.63,-43391563.85,-65600015.68,-79274784.32,-6288458.787,28003761.83,17499603.55,-108142561.9,-92782872.8,-97109176.63,-84557301.95,-99173808.7,-95603266.26,-110827141.7,-78645905.2,,
173623,"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,289673615.7,289673615.7,317413176.7,325143847.3,345152700.8,344925324.4,345759025.4,377742873.7,399949597.6,449517067.4,482562081.7,499160171.5,530689355.8,523640829.1,556473525.9,574958986.7,570562950.1,632658615.5,655024725.4,649704191.0,676284049.1,692882308.9,723901450.7,766580666.9,793862348.1,818527962.6,846183475.1,871671379.2,873016768.7,880715451.8,900298561.8,944413183.3,977467632.4,1040025552.0,1097226959.0,1160866126.0,1123137975.0,1200297549.0,1284918527.0,1254700720.0,1247729842.0,1285701374.0,1366133637.0,1457196339.0,1543292393.0,1417815865.0,1492131666.0,1534997159.0,1513393877.0,1574808518.0,1605412711.0,1682835525.0,1804586830.0,1913886427.0,1913886427.0
173630,"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,697.205666,678.9936189,723.7127538,720.5755123,743.2164683,721.4411122,702.1571357,744.4265465,764.3566127,832.4621376,865.1011665,865.4631022,889.6123575,849.0050247,873.2393557,874.3546219,841.400523,903.5424487,902.6258191,859.6347284,854.8211369,833.7823554,828.7935642,837.2157199,830.7518855,824.5712452,823.5554651,821.6640815,797.8446442,780.3769275,773.3919099,786.6687852,789.4747476,814.3535301,832.6783773,853.5341016,799.8060012,827.8342323,858.6020181,812.7642326,784.0237179,784.0378755,808.7038074,837.3358606,860.6364339,767.1574291,783.2629924,781.682999,747.710579,754.9924337,747.004473,760.1226456,791.4535158,815.2190176,791.953878
173786,"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,1.787617876,4.616128253,-4.535653781,1.218036622,0.239081925,1.407218954,4.17875343,5.012040939,-1.98509388,3.05622578,8.698119901,6.918608446,9.23631036,25.925,17.02733108,12.38973083,8.855345912,6.128957707,6.824615652,5.944227006,10.85584546,10.63630368,22.09845941,18.31988487,56.56017201,23.52916696,11.69058689,8.275016088,12.16778411,8.64234326,9.486542506,6.463804228,1.710206323,6.980974418,1.099488708,2.7812279,1.114188412,3.812372054,0.844969567,4.492596092,8.609124744,17.03286654,14.20674328,4.838621775,2.056503424,5.369134738,4.443654909,4.561506877,5.049680759,4.795882662,4.254321998,5.699129896,5.947999357,6.808454946,7.228792721,8.034189745,6.520968239,7.115676256,5.931276366
173958,"Gambia, The",GMB,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174462,"Gambia, The",GMB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20477998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174562,"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42,,,,,,10.16,,
174740,Georgia,GEO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.40600233,56.90448219,71.93712844,69.9376148,66.66916392,64.95842275,53.80600413,43.83620207,35.07645707,27.95814328,22.68709765,27.01770389,34.61136439,34.98139458,31.01414122,31.26420908,31.84964205,33.13520113,38.63091204,42.14393347,,,,
174886,Georgia,GEO,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-514200000.0,-275700000.0,-198400000.0,-175899687.6,-197094537.6,-216912821.5,-382208826.1,-356204277.4,-695658032.2,-1191302771.0,-1992056361.0,-2811210944.0,-1141145836.0,-1198803819.0,-1843079774.0,-1882741234.0,-955492553.2,-1784183122.0,-1767022015.0,-1885853892.0,-1305986785.0,-1191685474.0,-960445299.3,-1965007425.0
175066,Georgia,GEO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7345028481.0,7898522746.0,8392180381.0,8766164037.0,9185024480.0,10292014308.0,10546323407.0,10845509294.0,11548597800.0,12565832179.0,13493309378.0,14316072585.0,15303387712.0,16440295926.0,17652002631.0,18459805274.0,19432161424.0,19821103625.0,20673785074.0,21795735465.0,22872805608.0,21002890645.0,21272156702.0,22453943723.0,20838337138.0,17756716769.0,14010049401.0,7719537296.0,5457712716.0,4890110923.0,5017253646.0,5579186156.0,6166063047.0,6357513306.0,6539926705.0,6660152863.0,6980203397.0,7362288339.0,8176463427.0,8650248302.0,9479770269.0,10372742886.0,11677525383.0,11959954703.0,11523354926.0,12243505583.0,13149524980.0,13987019318.0,14493531997.0,15135874439.0,15593311954.0,16046522019.0,16823591412.0,17638344466.0,18517148605.0,17376552816.0
175073,Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,1872.967279,1991.207489,2095.007335,2168.60798,2251.065971,2498.122359,2533.346963,2579.009653,2722.120872,2936.285122,3129.826818,3296.811115,3500.237349,3738.385048,3984.470821,4131.836353,4313.94415,4363.190901,4511.070517,4715.446209,4905.274745,4464.425687,4484.485444,4686.985978,4338.33763,3697.775254,2897.092455,1583.982209,1111.301484,1011.173299,1077.190448,1242.110425,1417.514108,1498.139037,1573.159648,1633.53909,1738.802896,1850.511645,2069.081393,2202.571792,2429.172472,2673.148274,3025.141816,3107.733714,3020.998723,3233.295943,3500.527489,3751.003471,3898.554685,4069.424495,4185.813871,4304.896176,4512.761095,4733.1578,4977.512695,4678.662578
175229,Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.7171522,39.3575,7.087617629,3.566807813,19.19267582,4.063962014,4.646044421,5.5878373,0.837734532,5.656326362,8.247090431,9.160965084,9.244897456,9.999487616,1.727514611,7.110178975,8.542933333,-0.943658853,-0.512058411,3.068812104,4.003578207,2.134927139,6.035317253,2.615244714,4.852898217,5.20246489
175401,Georgia,GEO,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175905,Georgia,GEO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333882193,7.241990402,7.903046554,7.651701941,7.352412346,7.616684549,7.032846417,9.927424855,12.11007753,15.44826286,17.7152844,23.80929913,23.13855221,21.04520292,22.77196246,23.179309,21.99027038,21.99910037,22.24723737,22.28708561,22.05826072,21.73997856,19.62452626,
176005,Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,5.0,14.53,13.8,10.82,11.16,12.59,11.51,12.62,13.81,13.57,13.28,17.87,20.71,20.2,19.63,19.65,19.42,17.44,16.51,16.6,13.94,12.67,11.57,18.5
176183,Germany,DEU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93058961,21.9525352,24.08754732,26.36078189,28.06229633,35.27681159,36.54016039,37.14338746,37.10458903,19.17679709,,,,,,,,,,,,,,,,,,,,,
176329,Germany,DEU,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,106579704.6,339737168.2,4180846806.0,9084950154.0,3097445200.0,3746082062.0,3904679948.0,9277965923.0,-5386663051.0,-15655476542.0,-5304713597.0,5511893343.0,4346783317.0,9212736900.0,17994051590.0,38661456608.0,44216520652.0,53961061179.0,57052694501.0,46455960977.0,-26564029371.0,-25255079543.0,-21408143439.0,-33446012238.0,-32191295765.0,-17018286510.0,-11520842909.0,-15635184941.0,-31384625221.0,-33903966248.0,-7099486034.0,39720517928.0,35985324847.0,127506000000.0,133087000000.0,173486000000.0,235777000000.0,213250000000.0,201135000000.0,196172000000.0,231972000000.0,251551000000.0,245384000000.0,278661000000.0,288621000000.0,295080000000.0,288535000000.0,312692000000.0,289603000000.0,266122000000.0
176509,Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1538480000000.0,1586670000000.0,1654900000000.0,1733970000000.0,1749400000000.0,1734240000000.0,1820070000000.0,1880990000000.0,1937580000000.0,2018000000000.0,2046430000000.0,2057260000000.0,2049130000000.0,2081350000000.0,2140110000000.0,2189930000000.0,2240020000000.0,2271430000000.0,2355640000000.0,2447430000000.0,2576040000000.0,2707630000000.0,2759700000000.0,2732740000000.0,2798110000000.0,2841310000000.0,2864210000000.0,2915540000000.0,2974260000000.0,3030390000000.0,3118650000000.0,3171090000000.0,3164810000000.0,3142650000000.0,3179580000000.0,3202850000000.0,3325080000000.0,3424050000000.0,3456920000000.0,3260090000000.0,3396350000000.0,3529670000000.0,3544440000000.0,3559950000000.0,3638610000000.0,3692890000000.0,3775240000000.0,3873480000000.0,3922590000000.0,3944380000000.0,3751240000000.0
176516,Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,19681.32339,20260.6727,21031.07992,21966.54597,22153.42863,22043.45142,23233.84456,24065.95009,24811.55693,25829.90544,26139.52694,26237.87496,26159.14617,26640.22181,27487.11104,28189.92448,28821.52961,29180.78988,30144.5916,31077.92242,32430.32143,33839.49026,34228.99847,33672.54302,34358.572,34786.72855,34965.68445,35540.28753,36250.55496,36910.83273,37934.45178,38507.47378,38366.67955,38076.98151,38532.78405,38836.77578,40364.46321,41621.51184,42101.00404,39804.57228,41531.9342,43969.70745,44070.90857,44143.12781,44930.79213,45208.06245,45844.63812,46862.04197,47313.84582,47469.47708,45065.08246
176672,Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.53661156,2.293675796,2.843280086,2.966960863,2.335728095,3.242329385,3.533058578,1.796045507,1.470304392,1.912663946,3.450241667,5.240974171,5.484936719,7.032025724,6.986432425,5.910328845,4.246634608,3.734168424,2.718690536,4.043622006,5.441056191,6.34424092,5.241047126,3.293414603,2.405795069,2.066230732,-0.129412805,0.24990616,1.274123972,2.780559807,2.696471378,4.047036816,5.056979322,4.474575055,2.693057381,1.706160524,1.449726473,1.939369425,0.911185301,0.585433144,1.440268187,1.983856936,1.420805605,1.034227766,1.665733409,1.546909652,1.577428259,2.298341797,2.628381749,0.31273763,1.103809161,2.075174525,2.008490922,1.50472098,0.906797949,0.51442054,0.491748625,1.509496558,1.732167661,1.445667015,0.50668989
176844,Germany,DEU,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,19.9,19.6,20.3,20.6,20.0,19.7,19.0,18.7,,
177348,Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,10.78410345,10.91939481,10.47522557,10.0448778,10.1703343,10.49086579,10.49325979,10.379879,10.2825669,10.05673696,9.794426611,9.75040311,10.19085826,10.19698085,9.937883422,10.08463439,9.816473973,10.25072194,9.832283682,11.62971371,11.75387472,11.46045725,11.67784428,11.47613493,10.90185179,10.72936797,10.8349798,11.50853614,11.70500073,10.9616854,10.83530471,10.99852141,10.42629457,10.6568166,10.85162762,11.33404013,11.47230109,11.61493705,11.19029793,11.48138523,11.62298611,11.61150337,11.4825632,11.47872896,11.29612025,11.44297608,11.48763113,11.48533654,
177448,Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,6.45,6.67,6.87,6.61,6.82,6.32,5.71,4.89,5.32,6.32,7.68,8.73,8.16,8.82,9.86,9.79,8.86,7.92,7.77,8.48,9.78,10.73,11.17,10.25,8.66,7.52,7.74,6.97,5.82,5.38,5.23,4.98,4.62,4.12,3.75,3.38,3.14,3.81
177626,Ghana,GHA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177772,Ghana,GHA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,17574112.0,-74043770.0,-79748084.34,-45940350.9,123499524.0,30200000.0,-419181804.0,-107279822.6,-172164695.1,-38800000.0,-133900000.0,-85320000.0,-97900000.0,-67100000.0,-93900000.0,-223200000.0,-252052000.0,-377000000.0,-558800000.0,-254600000.0,-143700000.0,-306850000.0,-403464000.0,-521730000.0,-964300000.0,-386417603.2,-427467882.4,-105237554.6,101686603.5,-590188288.8,-1104609521.0,-1056074433.0,-2378784232.0,-3327428936.0,-1897165484.0,-2747340000.0,-3541315695.0,-4911713679.0,-5704034550.0,-3694575338.0,-2823640338.0,-2832047271.0,-2002640000.0,-2044594273.0,-1863971933.0,
177952,Ghana,GHA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7011622290.0,7252098078.0,7550098290.0,7882753673.0,8056909518.0,8167208518.0,7819425064.0,8059900852.0,8089630628.0,8575507998.0,9409345167.0,9900148331.0,9653866757.0,9932340671.0,10612955988.0,9293592671.0,8965511860.0,9169397215.0,9946589418.0,9696438521.0,9742176228.0,9400901273.0,8750015733.0,8350687983.0,9072819527.0,9534772773.0,10030500930.0,10511453307.0,11103055638.0,11667742914.0,12056140827.0,12692925252.0,13185337015.0,13824825935.0,14281045165.0,14868341569.0,15552651205.0,16205296043.0,16967008295.0,17713556131.0,18368957715.0,19103716042.0,19963383183.0,21001479124.0,22177561952.0,23486038976.0,24989124921.0,26075356992.0,28461199739.0,29839998860.0,32197272797.0,36720063513.0,40132381684.0,43067072131.0,44297171157.0,45236607539.0,46762648989.0,50563935585.0,53698938866.0,57193544870.0,57430579781.0
177959,Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1056.726496,1058.964649,1067.609529,1079.810928,1070.761066,1055.268113,984.6383938,991.0360366,972.1042173,1006.512897,1077.139569,1103.29609,1045.963522,1046.219652,1088.609017,930.6672268,879.0437981,882.0584553,939.2200684,897.3765067,881.1575197,828.398266,749.3486873,693.9499763,731.3452294,745.8587638,761.9159589,775.6373242,796.0864861,812.8900189,816.077792,834.6567223,842.3335086,858.3246642,862.2946314,873.8856756,890.6312179,904.8700014,924.2720126,941.5909358,952.8036016,966.9375257,986.0225446,1012.104453,1042.554532,1076.617829,1116.629933,1135.49113,1207.834097,1234.540119,1299.345212,1446.37146,1543.763687,1618.597911,1627.108072,1624.34119,1641.834703,1736.311594,1803.96896,1880.262077,1848.250296
178115,Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,26.44478485,13.23788546,-8.422485898,7.894736842,7.317073163,3.030303031,9.558823537,10.06711409,17.68292682,18.13471503,29.8245614,56.08108108,116.4502165,73.09166667,54.44128833,50.07013934,116.503604,22.29556641,122.8745146,39.66531379,10.30544067,24.56541608,39.81506788,31.35926763,25.22369203,37.25906649,18.03143901,10.05611674,24.95984247,24.87025544,59.4615537,46.56101968,27.88520864,14.62416667,12.40866891,25.19321937,32.9054089,14.81624006,26.67494973,12.62457406,15.11818572,10.91516997,10.73272807,16.52214331,19.25071443,10.70756812,8.726836831,7.12635006,11.66619231,15.48961603,17.1499695,17.45463471,11.6995402,0.407361985,7.175922847,9.95344087
178287,Ghana,GHA,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,55.0,,,,,45.6,,47.8,,
178791,Ghana,GHA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43679869,13.15959562,10.76865718,13.14924718,,,,,,,,17.19292789,17.49311121,18.47768613,21.75210552,21.32150832,12.80707166,13.87798455,13.89596791,12.61246152,13.3883874,14.86579036,15.36818101,10.6718365,11.35120393,18.67198652,11.39631605,11.88417126,12.6160393,12.23754271,
178891,Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,8.2,10.1,10.46,,,,,,4.64,,,,5.38,,,2.17,,6.81,,4.22,,,
179069,Gibraltar,GIB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179215,Gibraltar,GIB,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179395,Gibraltar,GIB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179402,Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179558,Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179730,Gibraltar,GIB,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180234,Gibraltar,GIB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180334,Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180512,Greece,GRC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180658,Greece,GRC,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,-929000000.0,-1075000000.0,-955000000.0,-1886000000.0,-2209000000.0,-2408000000.0,-1892000000.0,-1878000000.0,-2132000000.0,-3276000000.0,-1676000000.0,-1223000000.0,-958000000.0,-2561000000.0,-3537000000.0,-1573700000.0,-2140000000.0,-747000000.0,-146000000.0,-2864000000.0,-4554000000.0,-4860000000.0,,-7294252083.0,-9817441651.0,-9403099988.0,-9595594261.0,-12812812180.0,-13492562448.0,-18218753984.0,-29576385911.0,-44579249236.0,-51297053502.0,-35945594306.0,-30262611052.0,-28599315729.0,-6172097059.0,-4949141209.0,-3734712057.0,-1611391808.0,-3261057770.0,-3605994842.0,-6248523036.0,-3112110573.0,-12618222579.0
180838,Greece,GRC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,51849033717.0,58695097790.0,58909223692.0,65886943286.0,72086691596.0,79848994120.0,85034788918.0,89855823917.0,96328784888.0,107468000000.0,116762000000.0,125918000000.0,138711000000.0,149936000000.0,140283000000.0,149215000000.0,159439000000.0,164128000000.0,176022000000.0,181799000000.0,183030000000.0,180186000000.0,178145000000.0,176224000000.0,179767000000.0,184278000000.0,185232000000.0,181048000000.0,188811000000.0,195986000000.0,195986000000.0,202062000000.0,203476000000.0,200220000000.0,204225000000.0,208513000000.0,214481000000.0,224099000000.0,232827000000.0,239981000000.0,249388000000.0,259691000000.0,269879000000.0,285517000000.0,299967000000.0,301764000000.0,318821000000.0,329258000000.0,328155000000.0,314042000000.0,296835000000.0,266709000000.0,247819000000.0,241025000000.0,242707000000.0,241708000000.0,240524000000.0,243604000000.0,247402000000.0,251996000000.0,231212000000.0
180845,Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6223.085102,6989.134119,6972.963896,7770.030312,8470.394571,9338.699922,9872.095923,10347.18026,11020.63548,12250.17852,13279.29422,14258.55272,15605.4715,16791.89432,15653.05364,16494.10101,17352.63263,17632.06248,18666.23092,19040.01422,18981.5805,18519.86102,18197.5687,17896.87168,18165.98178,18549.70103,18584.15488,18103.73142,18811.54706,19424.75255,19220.35891,19579.74786,19566.7666,19140.76861,19426.07312,19741.51855,20217.25819,21019.89993,21717.90764,22299.53479,23079.02922,23907.9478,24754.91623,26126.9231,27381.3756,27464.77057,28930.18129,29801.26442,29622.63873,28274.18142,26690.60742,24017.20119,22437.22047,21980.85429,22282.24433,22337.15052,22320.37189,22651.01238,23050.85483,23503.5798,21577.20799
181001,Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.47783379,2.103561662,-0.475436213,3.184716045,0.617284452,3.220861496,4.903408334,1.841330313,0.139057819,2.638886495,2.841681991,3.28947824,4.331215999,15.38463516,26.56083438,13.62876803,13.02429447,12.36977333,12.57243712,19.09417785,24.67589123,24.50606684,20.99108482,20.17948325,18.45685214,19.31465181,23.01544655,16.3968916,13.52883553,13.65556787,20.43349964,19.45584256,15.87706538,14.41127089,10.87407898,8.934511217,8.194548902,5.536006784,4.766221864,2.636637863,3.15118063,3.37396699,3.629358946,3.530651885,2.898848959,3.54507354,3.19594393,2.895001475,4.152797447,1.210084518,4.712972862,3.329864062,1.501527961,-0.922168807,-1.311210501,-1.736036796,-0.825651782,1.121235477,0.625629147,0.252978044,-1.247951877
181173,Greece,GRC,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,31.0,34.6,35.7,36.0,35.7,35.6,34.8,31.8,,
181677,Greece,GRC,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,12.90267934,12.48364099,12.63640958,12.70294046,14.09975237,13.96490905,14.2863225,13.89605477,13.77116861,12.32282943,14.93487112,15.59784975,13.97016215,13.81211855,15.59258369,16.3554572,15.09763675,13.00029739,15.12129057,,,,,18.58084129,18.63608852,19.52190171,20.52808216,21.43304629,22.47052184,20.93777279,21.26687723,19.70767677,19.13473006,20.32650575,19.97920074,20.24284251,20.21361261,19.7756802,20.38603357,22.47769443,24.26737742,24.15925726,24.85375933,24.91791788,26.70903396,26.42139704,26.92022994,26.1703763,
181777,Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,3.42,4.94,7.81,8.1,7.8,7.36,7.36,7.65,7.46,7.02,7.66,7.84,8.61,8.86,9.06,9.66,9.58,10.84,11.85,11.25,10.46,9.97,9.41,10.31,9.99,9.01,8.4,7.76,9.62,12.71,17.86,24.44,27.47,26.49,24.9,23.54,21.49,19.29,17.31,16.3
181955,Greenland,GRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182101,Greenland,GRL,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
